ID;Name;Description;URL;Topics
662878020;InternLM;Official release of InternLM series (InternLM, InternLM2, InternLM2.5, InternLM3).;git://github.com/InternLM/InternLM.git;chatbot,chinese,fine-tuning-llm,flash-attention,gpt,large-language-model,llm,long-context,pretrained-models,rlhf
622587492;Firefly;Firefly: 大模型训练工具，支持训练Qwen2.5、Qwen2、Yi1.5、Phi-3、Llama3、Gemma、MiniCPM、Yi、Deepseek、Orion、Xverse、Mixtral-8x7B、Zephyr、Mistral、Baichuan2、Llma2、Llama、Qwen、Baichuan、ChatGLM2、InternLM、Ziya2、Vicuna、Bloom等大模型;git://github.com/yangjianxin1/Firefly.git;alpaca,aquila,baichuan,chatglm,gemma,gpt,internlm,llama,llama2,llama3,llm,lora,minicpm,mistral,mixtral,peft,qlora,qwen,qwen2,zephyr
612350395;marvin;an ambient intelligence library;git://github.com/PrefectHQ/marvin.git;agents,ai,ambient-ai,chatbots,gpt,llm,nli,python,structured-outputs
622980722;awesome-open-gpt;Collection of Open Source Projects Related to GPT，GPT相关开源项目合集🚀、精选🔥🔥;git://github.com/EwingYangs/awesome-open-gpt.git;agentgpt,ai,aigc,autogpt,awesome,awesome-list,chatbox,chatgpt,chatgpt-api,chatgpt-sdk,gpt,gpt4,gpt4free,gpt4o,gpts,gptstore,machinelearning,minigpt,moss,open-source
920995232;YuE;YuE: Open Full-song Music Generation Foundation Model, something similar to Suno.ai but open;git://github.com/multimodal-art-projection/YuE.git;ai,audio-generation,deep-learning,foundation-models,gpt,huggingface,llama,llms,music-generation,style-transfers,voice-cloning
188584527;awesome-pretrained-chinese-nlp-models;Awesome Pretrained Chinese NLP Models，高质量中文预训练模型&大模型&多模态模型&大语言模型集合;git://github.com/lonePatient/awesome-pretrained-chinese-nlp-models.git;bert,chinese,dataset,ernie,gpt,gpt-2,large-language-models,llm,multimodel,nezha,nlp,nlu-nlg,pangu,pretrained-models,roberta,simbert,xlnet
740338525;TaskingAI;The open source platform for AI-native application development.;git://github.com/TaskingAI/TaskingAI.git;agent,ai,ai-native,function-call,generative-ai,gpt,langchain,llm,rag,retrieval-augmented-generation,vector
520096046;marqo;Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai;git://github.com/marqo-ai/marqo.git;chatgpt,clip,deep-learning,gpt,hacktoberfest,hnsw,information-retrieval,knn,large-language-models,machine-learning,machinelearning,multi-modal,natural-language-processing,search-engine,semantic-search,tensor-search,transformers,vector-search,vision-language,visual-search
629142696;h2o-llmstudio;H2O LLM Studio - a framework and no-code GUI for fine-tuning LLMs. Documentation: https://docs.h2o.ai/h2o-llmstudio/;git://github.com/h2oai/h2o-llmstudio.git;ai,chatbot,chatgpt,fedramp,fine-tuning,finetuning,generative,generative-ai,gpt,llama,llama2,llm,llm-training
676028871;OpenAgents;[COLM 2024] OpenAgents: An Open Platform for Language Agents in the Wild;git://github.com/xlang-ai/OpenAgents.git;agent,assistant-chat-bots,code-generation,executable-langauge-grounding,gpt,hacktoberfest,language-model,language-model-agent,llm,semantic-parsing,tool-learning,ui
648505057;MedicalGPT;MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练(PT)、有监督微调(SFT)、RLHF、DPO、ORPO、GRPO。;git://github.com/shibing624/MedicalGPT.git;chatgpt,dpo,gpt,llama,llm,medical,medicalgpt
577753426;LMOps;General technology for enabling AI capabilities w/ LLMs and MLLMs;git://github.com/microsoft/LMOps.git;agi,gpt,language-model,llm,lm,lmops,nlp,pretraining,prompt,promptist,x-prompt
685444668;Baichuan2;A series of large language models developed by Baichuan Intelligent Technology;git://github.com/baichuan-inc/Baichuan2.git;artificial-intelligence,benchmark,ceval,chatgpt,chinese,gpt,gpt-4,huggingface,large-language-models,llama2,mmlu,natural-language-processing
628729877;langroid;Harness LLMs with Multi-Agent Programming;git://github.com/langroid/langroid.git;agents,ai,chatgpt,function-calling,gpt,gpt-4,gpt4,information-retrieval,language-model,llama,llm,llm-agent,llm-framework,local-llm,multi-agent-systems,openai-api,rag,retrieval-augmented-generation
669420857;LightLLM;LightLLM is a Python-based LLM (Large Language Model) inference and serving framework, notable for its lightweight design, easy scalability, and high-speed performance.;git://github.com/ModelTC/LightLLM.git;deep-learning,gpt,llama,llm,model-serving,nlp,openai-triton
639095114;gpt-code-ui;An open source implementation of OpenAI's ChatGPT Code interpreter;git://github.com/ricklamers/gpt-code-ui.git;chatgpt,gpt,llms,openai
782308046;Streamer-Sales;Streamer-Sales 销冠 —— 卖货主播 LLM 大模型🛒🎁，一个能够根据给定的商品特点从激发用户购买意愿角度出发进行商品解说的卖货主播大模型。🚀⭐内含详细的数据生成流程❗ 📦另外还集成了 LMDeploy 加速推理🚀、RAG检索增强生成 📚、TTS文字转语音🔊、数字人生成 🦸、 Agent 使用网络查询实时信息🌐、ASR 语音转文字🎙️、Vue 生态搭建前端🍍、FastAPI 搭建后端🗝️、Docker-compose 打包部署🐋;git://github.com/PeterH0323/Streamer-Sales.git;asr,chat,chat-application,chatbot,chatgpt,digital-human,gpt,internlm-chat-7b,internlm2,llm,meta-human,rag,text-generation,tts
707818217;lorax;Multi-LoRA inference server that scales to 1000s of fine-tuned LLMs;git://github.com/predibase/lorax.git;fine-tuning,gpt,llama,llm,llm-inference,llm-serving,llmops,lora,model-serving,pytorch,transformers
725956246;VLMEvalKit;Open-source evaluation toolkit of large multi-modality models (LMMs), support 220+ LMMs, 80+ benchmarks;git://github.com/open-compass/VLMEvalKit.git;chatgpt,claude,clip,computer-vision,evaluation,gemini,gpt,gpt-4v,gpt4,large-language-models,llava,llm,multi-modal,openai,openai-api,pytorch,qwen,vit,vqa
696572451;InternLM-XComposer;InternLM-XComposer2.5-OmniLive: A Comprehensive Multimodal System for Long-term Streaming Video and Audio Interactions;git://github.com/InternLM/InternLM-XComposer.git;chatgpt,foundation,gpt,gpt-4,instruction-tuning,language-model,large-language-model,large-vision-language-model,llm,mllm,multi-modality,multimodal,supervised-finetuning,vision-language-model,vision-transformer,visual-language-learning
589727205;readme-ai;README file generator, powered by AI.;git://github.com/eli64s/readme-ai.git;agents,ai,ai-agents,ai-documentation,anthropic,badge-generator,cli,developer-tools,devtools,documentation,documentation-generator,gemini,gpt,markdown,markdown-generator,python,readme,readme-generator,readme-md-generator,readme-template
643838075;VirtualWife;VirtualWife是一个虚拟数字人项目，支持B站直播，支持openai、ollama;git://github.com/yakami129/VirtualWife.git;chatgpt,docker,gpt,nodejs,ollama,openai,reatctjs,virtual,virtualwife,webui
901950528;ai-data-science-team;An AI-powered data science team of agents to help you perform common data science tasks 10X faster.;git://github.com/business-science/ai-data-science-team.git;agents,ai,ai-engineer,ai-engineering,copilot,data-science,data-scientist,generative-ai,gpt,machine-learning,ml-engineer,ml-engineering,openai
824259091;OmAgent;Build multimodal language agents for fast prototype and production;git://github.com/om-ai-lab/OmAgent.git;agent,chatbot,gemini,gpt,gpt4,gradio,language-agent,large-language-models,llama,llava,llm,multimodal,multimodal-agent,openai,python,rag,smart-hardware,vision-and-language,vlm,workflow
632244130;mPLUG-Owl;mPLUG-Owl: The Powerful Multi-modal Large Language Model  Family;git://github.com/X-PLUG/mPLUG-Owl.git;alpaca,chatbot,chatgpt,damo,dialogue,gpt,gpt4,gpt4-api,huggingface,instruction-tuning,large-language-models,llama,mplug,mplug-owl,multimodal,pretraining,pytorch,transformer,video,visual-recognition
747946600;Open-Interface;Control Any Computer Using LLMs.;git://github.com/AmberSahdev/Open-Interface.git;assistant,assistant-computer-control,automation,gpt,gpt4,gpt4v,gpt4vision,linux,llm,machine-learning,macos,openai,pyautogui,pyinstaller,python,self-driving,self-driving-software,windows
588992876;griptape;Modular Python framework for AI agents and workflows with chain-of-thought reasoning, tools, and memory. ;git://github.com/griptape-ai/griptape.git;ai,anthropic,claude,gpt,huggingface,llm,openai,python
655155250;magentic;Seamlessly integrate LLMs as Python functions;git://github.com/jackmpcollins/magentic.git;agent,agentic,ai,chatbot,chatgpt,gpt,llm,magenta,magentic,magnetic,openai,openai-api,prompt,pydantic
636427933;elia;A snappy, keyboard-centric terminal user interface for interacting with large language models. Chat with ChatGPT, Claude, Llama 3, Phi 3, Mistral, Gemma and more.;git://github.com/darrenburns/elia.git;ai,chatgpt,claude,gemma,gpt,large-language-models,llama,llama3,llm,mistral,mistral-ai,mixtral,ollama,ollama-client,ollama-interface,phi-3,python,terminal,tui
675660259;nextpy;🤖Self-Modifying Framework from the Future 🔮 World's First AMS;git://github.com/dot-agent/nextpy.git;agent,agi,ai,ai-agents,autogpt,fastapi,fastapi-framework,fastapi-template,fullstack-development,gpt,llm,llmops,mlops,openai,pydantic,python,sqlmodel,streamlit,webdev,webdevelopment
721250099;DeepBI;LLM based data scientist, AI native data application.  AI-driven infinite thinking redefines BI.;git://github.com/DeepInsight-AI/DeepBI.git;ai,analysis,bi,csv,data,gpt,gpt-4,llm,mysql,redis
447609265;instill-core;🔮 Instill Core is a full-stack AI infrastructure tool for data, model and pipeline orchestration, designed to streamline every aspect of building versatile AI-first applications;git://github.com/instill-ai/instill-core.git;ai,api,cli,developer-tools,etl,generative-ai,golang,gpt,hacktoberfest,llm,low-code,no-code,open-source,pipeline,python,stable-diffusion,typescript,unstructured-data
680797687;lagent;A lightweight framework for building LLM-based agents;git://github.com/InternLM/lagent.git;agent,gpt,llm,transformers
607845880;maxtext;A simple, performant and scalable Jax LLM!;git://github.com/AI-Hypercomputer/maxtext.git;deepseek,fine-tuning,gemma2,gemma3,gpt,jax,large-language-models,llama2,llama3,llama4,llm,mistral,mixtral,sft
656030508;MotionGPT;[NeurIPS 2023] MotionGPT: Human Motion as a Foreign Language, a unified motion-language generation model using LLMs;git://github.com/OpenMotionLab/MotionGPT.git;3d-generation,chatgpt,gpt,language-model,motion,motion-generation,motiongpt,multi-modal,text-driven,text-to-motion
616766088;langchain-serve;⚡ Langchain apps in production using Jina & FastAPI;git://github.com/jina-ai/langchain-serve.git;autogpt,autonomous-agents,babyagi,chatbot,fastapi,gpt,langchain,llm,production,python,slack
640914148;safe-rlhf;Safe RLHF: Constrained Value Alignment via Safe Reinforcement Learning from Human Feedback;git://github.com/PKU-Alignment/safe-rlhf.git;ai-safety,alpaca,beaver,datasets,deepspeed,gpt,large-language-models,llama,llm,llms,reinforcement-learning,reinforcement-learning-from-human-feedback,rlhf,safe-reinforcement-learning,safe-reinforcement-learning-from-human-feedback,safe-rlhf,safety,transformer,transformers,vicuna
224907324;NBA-Machine-Learning-Sports-Betting;NBA sports betting using machine learning;git://github.com/kyleskom/NBA-Machine-Learning-Sports-Betting.git;ai,data-science,deep-learning,gambling,gpt,keras,llm,machine-learning,nba,nba-analytics,nba-prediction,neural-network,python,sports,sports-analytics,sports-betting,sports-data,tensorflow
660706360;Agently;[GenAI Application Development Framework]  🚀 Build GenAI application quick and easy 💬 Easy to interact with GenAI agent in code using structure data and chained-calls syntax 🧩 Use Event-Driven Flow *TriggerFlow* to manage complex GenAI working logic 🔀 Switch to any model without rewrite application code;git://github.com/AgentEra/Agently.git;agent,agent-based-framework,agent-framework,chatglm,claude,ernie,framework,gemini,google-gemini,gpt,llm-agent,llm-application,llm-apps,llm-framework,llmops,llms,minimax,python,wenxinyiyan
628087446;loopgpt;Modular Auto-GPT Framework;git://github.com/farizrahman4u/loopgpt.git;chatgpt,gpt,gpt4,llms
870374636;openai-edge-tts;Free, high-quality text-to-speech API endpoint to replace OpenAI, Azure, or ElevenLabs;git://github.com/travisvn/openai-edge-tts.git;ai,azure,chatgpt,claude,edge-tts,elevenlabs,gpt,llm,llm-webui,llms,local-llm,ollama,ollama-webui,open-webui,openai,self-hosted,speech,text-to-speech,tts
634136066;Discord-AI-Chatbot;This Discord chatbot is incredibly versatile. Powered incredibly fast Groq API;git://github.com/mishl-dev/Discord-AI-Chatbot.git;chatbot,chatbots,codex,discord-api,discord-chatbot,discord-py,freeai,freegpt4,gpt,gpt-2,gpt-3,gpt-3-turbo,gpt-3trubo,gpt-4,gpt4,gpt4free,gptfree,image-detection,imagedetection,opengpt
809025386;Speech-AI-Forge;🍦 Speech-AI-Forge is a project developed around TTS generation model, implementing an API Server and a Gradio-based WebUI.;git://github.com/lenML/Speech-AI-Forge.git;agent,asr,chattts,chattts-forge,chinese,colab,cosy-voice,cosyvoice,english,firered,fireredtts,fish-speech,gpt,llama,llm,ssml,stt,text-to-speech,tts,whisper
615692917;AutoPR;Run AI-powered workflows over your codebase;git://github.com/irgolic/AutoPR.git;action,actions,ai,chatgpt,github-action,github-actions,gpt,gpt-3,gpt-4,llm,openai
664177247;FastEdit;🩹Editing large language models within 10 seconds⚡;git://github.com/hiyouga/FastEdit.git;bloom,chatbots,chatgpt,falcon,gpt,large-language-models,llama,llms,pytorch,transformers
603131458;basaran;Basaran is an open-source alternative to the OpenAI text completion API. It provides a compatible streaming API for your Hugging Face Transformers-based text generation models.;git://github.com/hyperonym/basaran.git;generative,gpt,huggingface,language-model,llama,llm,model,natural-language-processing,nlp,openai-api,python,text-generation,transformers
697550206;codefuse-chatbot;An intelligent assistant serving the entire software development lifecycle, powered by a Multi-Agent Framework, working with DevOps Toolkits, Code&Doc Repo RAG,  etc.;git://github.com/codefuse-ai/codefuse-chatbot.git;aiops,chatbot,code-repo-analysis,code-repo-generation,devops,gpt,knowledge-graph,langchain,multi-agent,rag,tool-learning
717956516;KwaiAgents;A generalized information-seeking agent system with Large Language Models (LLMs).;git://github.com/KwaiKEG/KwaiAgents.git;agi,autogpt,autonomous-agents,chatgpt,gpt,large-language-models,localllm
680918523;shell-ai;LangChain powered shell command generator and runner CLI;git://github.com/ricklamers/shell-ai.git;automation,cli,gpt,langchain,llm,openai,shell
652604373;perplexity-ai;Unofficial API Wrapper for Perplexity.ai + Account Generator with Web Interface;git://github.com/helallao/perplexity-ai.git;ai,api,artificial-intelligence,chatgpt,gpt,language-model,language-models,perplexity
811374381;ShareGPT4Video;"[NeurIPS 2024] An official implementation of ""ShareGPT4Video: Improving Video Understanding and Generation with Better Captions""";git://github.com/ShareGPT4Omni/ShareGPT4Video.git;chatgpt,gpt,gpt-4v,large-language-models,large-multimodal-models,large-video-language-models,large-vision-language-models,sora,text-to-video
648788010;DataDreamer;DataDreamer: Prompt. Generate Synthetic Data. Train & Align Models.    🤖💤;git://github.com/datadreamer-dev/DataDreamer.git;alignment,deep-learning,fine-tuning,gpt,instruction-tuning,llm,llmops,llms,machine-learning,natural-language-processing,nlp,nlp-library,openai,python,pytorch,synthetic-data,synthetic-dataset-generation,transformers
863454901;dynamiq;Dynamiq is an orchestration framework for agentic AI and LLM applications;git://github.com/dynamiq-ai/dynamiq.git;agents,ai,generative-ai,gpt,llm,llmops,rag
888350460;AI-Codereview-Gitlab;基于大模型(DeepSeek,OpenAI等)的 GitLab 自动代码审查工具；支持钉钉/企业微信/飞书推送消息和生成日报；支持Docker部署；可视化 Dashboard。;git://github.com/sunmh207/AI-Codereview-Gitlab.git;ai,codereview,deepseek,gitlab,gpt,llm
763733771;GPTSwarm;🐝  When Agent Meets RL and Prompt Optimization the First Time;git://github.com/metauto-ai/GPTSwarm.git;agent,ai,gpt,multi-agent,python,reinforcement-learning,self-improvement,society-of-mind,swarm-intelligence
678044949;CareGPT;🌞 CareGPT (关怀GPT)是一个医疗大语言模型，同时它集合了数十个公开可用的医疗微调数据集和开放可用的医疗大语言模型，包含LLM的训练、测评、部署等以促进医疗LLM快速发展。Medical LLM, Open Source Driven for a Healthy Future.;git://github.com/WangRongsheng/CareGPT.git;baichuan,gpt,large-language-models,llama,llama2,medical-llm
611723171;chatWeb;ChatWeb can crawl web pages, read PDF, DOCX, TXT, and extract the main content, then answer your questions based on the content, or summarize the key points.;git://github.com/SkywalkerDarren/chatWeb.git;ai,chatgpt,crawler,docx,embedding,faiss,gpt,gpt-35-turbo,news-extractor,newspaper,openai,pdf,pgvector,postgresql,vector-database
741791071;Long-Novel-GPT;该项目包括一个基于 GPT 等大语言模型的长篇小说生成器，同时还有各类小说生成 Prompt 以及教程。我们欢迎社区贡献，持续更新以提供最佳的小说创作体验。;git://github.com/MaoXiaoYuZ/Long-Novel-GPT.git;ai,chatgpt,gpt,llm,novel
543063415;StoryToolkitAI;An editing tool that uses AI to transcribe, understand content and search for anything in your footage,  integrated with ChatGPT and other AI models;git://github.com/octimot/StoryToolkitAI.git;ai,chatgpt,davinci-resolve,editing,film-editing,filmmaking,gpt,sentence-transformers,speech-recognition,video-processing
724564445;RepoAgent;An LLM-powered repository agent designed to assist developers and teams in generating documentation and understanding repositories quickly.;git://github.com/OpenBMB/RepoAgent.git;agent,chatglm,chatgpt,chatgpt-api,gpt,gpt-4,langchain,llama,llama-index,llms,qwen,rag,repo-level-debugging
664767555;council;Council is an open-source platform for the rapid development and robust deployment of customized generative AI applications;git://github.com/chain-ml/council.git;agent,ai,artificial-intelligence,chatgpt,generative-ai,gpt,gpt3,gpt4,machine-learning,python
683066449;IncarnaMind;Connect and chat with your multiple documents (pdf and txt) through GPT 3.5, GPT-4 Turbo, Claude and Local Open-Source LLMs;git://github.com/junruxiong/IncarnaMind.git;ai,chatbot,generative-ai,gpt,langchain,llm,nlp,openai,pdf
637692988;QiZhenGPT;QiZhenGPT: An Open Source Chinese Medical Large Language Model｜一个开源的中文医疗大语言模型;git://github.com/CMKRG/QiZhenGPT.git;alpaca,chatgpt,chinese-medical,disease,gpt,llama,llm,medicine
667148214;GenossGPT;One API for all LLMs either Private or Public (Anthropic, Llama V2, GPT 3.5/4, Vertex, GPT4ALL, HuggingFace ...) 🌈🐂  Replace OpenAI GPT with any LLMs in your app with one line.;git://github.com/theodo-group/GenossGPT.git;api,gpt,gpt4all,huggingface,inference,llama,llm,openai,private,public
691365854;free-one-api;LLM 逆向工程接口管理 | 通过标准 OpenAI API 访问 ChatGPT / gpt4free / Bard / Claude / HuggingChat / 通义千问 等 AI 的破解版 || ChatGPT reverse engineering API management | Access all reverse engineered LLM libs by standard OpenAI API format  || 免费 ChatGPT Free GPT LLM API | 逆向工程 转 OpenAI API | converts all llm libs to OpenAI API;git://github.com/RockChinQ/free-one-api.git;bard,chatbot,chatgpt,claude,free,free-gpt,freechatgpt,gpt,gpt4free,huggingchat,one-api,openai,proxy,revchatgpt,reverse-engineering,tongyiqianwen
795106410;kan-gpt;The PyTorch implementation of Generative Pre-trained Transformers (GPTs) using Kolmogorov-Arnold Networks (KANs) for language modeling;git://github.com/AdityaNG/kan-gpt.git;gpt,kanformers,kolmogorov-arnold-networks,kolmogorov-arnold-representation,llm,text-generation,transformers
701312880;langup-ai;AGI 社交网络 Bot.  BiliBili |  直播聊天数字人 | 视频@自动回复 | 私信bot | 终端聊天  |  语音交互;git://github.com/jiran214/langup-ai.git;bilibili,bot,chatgpt,gpt,langchain,openai
691978242;LifeReloaded;A life simulation Game powered by GPT-4's “Advanced Data Analysis” function , offering you a second chance at life.                  由GPT4的Advanced Data Analysis功能驱动的人生重来模拟器，给您人生第二春。;git://github.com/EmbraceAGI/LifeReloaded.git;advanced-data-analysis,chatgpt,code,codeinterpreter,game,gpt,gpt-4,llm,openai,prompt,prompt-engineering
656278816;automata;Automata: A self-coding agent;git://github.com/emrgnt-cmplxty/automata.git;agi,ai,autonomous-agents,autonomous-systems,gpt,gpt-4,llm,openai
632131209;Free-GPT4-WEB-API;FreeGPT4-WEB-API is an easy to use python server that allows you to have a self-hosted, Unlimited and Free WEB API of the latest AI like DeepSeek R1 and GPT-4o;git://github.com/aledipa/Free-GPT4-WEB-API.git;api,api-server,artificial-intelligence,chatgpt,claude-ai,deepseek,docker,docker-images,docker-service,free-gpt,gpt,gpt-4o,gpt-alternative,python,python-api,python-app,python3,self-hosted,sirigpt,web-api
637158104;Chatbase-Alternative;ChatGPT for every website.Instantly answer your visitors' questions with a personalized chatbot trained on your website content. Alternative to Chatbase, SiteGPT, Dante AI;git://github.com/Anil-matcha/Chatbase-Alternative.git;botpress,botpress-alternative,botsonic,botsonic-alternative,chatbase,chatbase-alternative,chatbot,chatgpt,customgpt,customgpt-alternative,dante-ai,dante-ai-alternative,gpt,gpt4,langchain,openai,sitegpt,sitegpt-alternative,web-chatbot,website-chatbot
729716514;ollama-ebook-summary;LLM for Long Text Summary (Comprehensive Bulleted Notes);git://github.com/cognitivetech/ollama-ebook-summary.git;generative-ai,gpt,llm,localai,localgpt,ollama,ollama-app,privategpt,privategpt4linux,summarization
987312029;verbalized-sampling;Verbalized Sampling, a training-free prompting strategy to mitigate mode collapse in LLMs by requesting responses with probabilities. Achieves 2-3x diversity improvement while maintaining quality. Model-agnostic framework with CLI/API for creative writing, synthetic data generation, and dialogue simulation.;git://github.com/CHATS-lab/verbalized-sampling.git;claude,creative-writing,dialogue-simulation,diversity,gemini,gpt,large-language-models,llm,mode-collapse,prompt-engineering,python,qwen,sampling,synthetic-data
692884559;codeqai;Local first semantic code search and chat | Leverage custom copilots with fine-tuning datasets from code in Alpaca, Conversational, Completion and Instruction format;git://github.com/fynnfluegge/codeqai.git;codellama,faiss,gpt,huggingface,langchain,llama2,llamacpp,llm,ollama,openai,sentence-transformers
784026037;rag-gpt;RAG-GPT, leveraging LLM and RAG technology, learns from user-customized knowledge bases to provide contextually relevant answers for a wide range of queries, ensuring rapid and accurate information retrieval.;git://github.com/gpt-open/rag-gpt.git;claude,deepseek,gpt,gpt-4o,gpt-4o-mini,liama,llamaparse,llm,moonshot,nextjs,ollama,openai,python,qwen,rag,zhipuai
